"mmwr_week","week","week_start","week_end","season","pathogen","siteno","sitename","year","target_wkavg_concentration","conc_toplot","wkavg_val","wkavg_val_category","row_id"
"202545","45","11/02/2025","11/08/2025","2025-2026","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202545-11-Influenza B"
"202333","33","08/13/2023","08/19/2023","2022-2023","SARS-CoV-2","10","Racine Ave PS","2023","138,450","11.14129296008","3.3","Low","202333-10-SARS-CoV-2"
"202425","25","06/16/2024","06/22/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202425-4-RSV"
"202403","3","01/14/2024","01/20/2024","2023-2024","RSV","8","Little Village","2024","110,625","11.04385328371","12.4","Very High","202403-8-RSV"
"202309","9","02/26/2023","03/04/2023","2022-2023","Influenza A","999","All sites","2023","2,512.5","9.40010607043","0","Minimal","202309-999-Influenza A"
"202350","50","12/10/2023","12/16/2023","2023-2024","SARS-CoV-2","8","Little Village","2023","1,343,625","12.12827807589","17.4","Very High","202350-8-SARS-CoV-2"
"202509","9","02/23/2025","03/01/2025","2024-2025","RSV","6","West Pullman/Roseland","2025","0",,"0","Minimal","202509-6-RSV"
"202501","1","12/29/2024","01/04/2025","2024-2025","Influenza A","6","West Pullman/Roseland","2025","6,975","9.84354421195","1.8","Minimal","202501-6-Influenza A"
"202416","16","04/14/2024","04/20/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","50,287.5","10.70146004558","1.7","Minimal","202416-8-SARS-CoV-2"
"202517","17","04/20/2025","04/26/2025","2024-2025","RSV","9","North Branch PS","2025","1,987.5","9.29830713733","1","Minimal","202517-9-RSV"
"202343","43","10/22/2023","10/28/2023","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2023","6,037.5","9.78085714376","2.2","Minimal","202343-5-Influenza A"
"202546","46","11/09/2025","11/15/2025","2025-2026","Influenza B","8","Little Village","2025","0",,"0","Minimal","202546-8-Influenza B"
"202232","32","08/07/2022","08/13/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202232-999-Influenza B"
"202209","9","02/27/2022","03/05/2022","2021-2022","SARS-CoV-2","4","Austin/Montclare","2022","6,475","9.81123977275","0.5","Minimal","202209-4-SARS-CoV-2"
"202347","47","11/19/2023","11/25/2023","2023-2024","Influenza A","11","125th St PS","2023","8,100","9.90848501888","2.9","Low","202347-11-Influenza A"
"202515","15","04/06/2025","04/12/2025","2024-2025","Influenza B","8","Little Village","2025","0",,"0","Minimal","202515-8-Influenza B"
"202313","13","03/26/2023","04/01/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","0",,"0","Minimal","202313-6-Influenza B"
"202547","47","11/16/2025","11/22/2025","2025-2026","Influenza A","999","All sites","2025","5,480.35714285714","9.73880886143","2.3","Minimal","202547-999-Influenza A"
"202345","45","11/05/2023","11/11/2023","2023-2024","RSV","6","West Pullman/Roseland","2023","0",,"0","Minimal","202345-6-RSV"
"202323","23","06/04/2023","06/10/2023","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","71,325","10.85324178033","2.5","Low","202323-5-SARS-CoV-2"
"202210","10","03/06/2022","03/12/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202210-999-Influenza B"
"202303","3","01/15/2023","01/21/2023","2022-2023","SARS-CoV-2","8","Little Village","2023","631,537.5","11.80039914358","9.8","Very High","202303-8-SARS-CoV-2"
"202509","9","02/23/2025","03/01/2025","2024-2025","RSV","999","All sites","2025","17,908.9285714286","10.25306960431","0","Minimal","202509-999-RSV"
"202304","4","01/22/2023","01/28/2023","2022-2023","Influenza A","999","All sites","2023","46,884.375","10.67102813095","0","Minimal","202304-999-Influenza A"
"202506","6","02/02/2025","02/08/2025","2024-2025","RSV","6","West Pullman/Roseland","2025","3,975","9.59933713299","1","Minimal","202506-6-RSV"
"202550","50","12/07/2025","12/13/2025","2025-2026","Influenza B","11","125th St PS","2025","1,875","9.27300127206","0.9","Minimal","202550-11-Influenza B"
"202433","33","08/11/2024","08/17/2024","2023-2024","RSV","6","West Pullman/Roseland","2024","0",,"0","Minimal","202433-6-RSV"
"202423","23","06/02/2024","06/08/2024","2023-2024","Influenza B","6","West Pullman/Roseland","2024","0",,"0","Minimal","202423-6-Influenza B"
"202451","51","12/15/2024","12/21/2024","2024-2025","RSV","4","Austin/Montclare","2024","53,437.5","10.72784613207","6.6","Moderate","202451-4-RSV"
"202512","12","03/16/2025","03/22/2025","2024-2025","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","523,687.5","11.71907220776","8.2","Very High","202512-5-SARS-CoV-2"
"202234","34","08/21/2022","08/27/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202234-999-Influenza B"
"202449","49","12/01/2024","12/07/2024","2024-2025","Influenza A","9","North Branch PS","2024","1,987.5","9.29830713733","1","Minimal","202449-9-Influenza A"
"202401","1","12/31/2023","01/06/2024","2023-2024","RSV","6","West Pullman/Roseland","2024","114,637.5","11.05932670645","16.3","Very High","202401-6-RSV"
"202534","34","08/17/2025","08/23/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","17,812.5","10.25072487735","2.7","Low","202534-6-SARS-CoV-2"
"202310","10","03/05/2023","03/11/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202310-5-Influenza B"
"202208","8","02/20/2022","02/26/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202208-999-Influenza B"
"202246","46","11/13/2022","11/19/2022","2022-2023","RSV","999","All sites","2022",,,"0","Minimal","202246-999-RSV"
"202452","52","12/22/2024","12/28/2024","2024-2025","Influenza A","999","All sites","2024","50,341.0714285714","10.70192245457","6.5","Moderate","202452-999-Influenza A"
"202431","31","07/28/2024","08/03/2024","2023-2024","SARS-CoV-2","999","All sites","2024","177,332.142857143","11.24878746205","4.5","Moderate","202431-999-SARS-CoV-2"
"202536","36","08/31/2025","09/06/2025","2024-2025","Influenza A","11","125th St PS","2025","0",,"0","Minimal","202536-11-Influenza A"
"202536","36","08/31/2025","09/06/2025","2024-2025","Influenza A","9","North Branch PS","2025","1,987.5","9.29830713733","1","Minimal","202536-9-Influenza A"
"202531","31","07/27/2025","08/02/2025","2024-2025","Influenza B","11","125th St PS","2025","2,137.5","9.3299061234","1.1","Minimal","202531-11-Influenza B"
"202408","8","02/18/2024","02/24/2024","2023-2024","SARS-CoV-2","4","Austin/Montclare","2024","818,475","11.91300541859","9.7","Very High","202408-4-SARS-CoV-2"
"202321","21","05/21/2023","05/27/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","0",,"0","Minimal","202321-4-Influenza B"
"202223","23","06/05/2022","06/11/2022","2021-2022","SARS-CoV-2","6","West Pullman/Roseland","2022","98,025","10.99133685097","5.4","High","202223-6-SARS-CoV-2"
"202412","12","03/17/2024","03/23/2024","2023-2024","Influenza B","8","Little Village","2024","15,787.5","10.19831336356","6.1","Low","202412-8-Influenza B"
"202406","6","02/04/2024","02/10/2024","2023-2024","Influenza B","6","West Pullman/Roseland","2024","5,962.5","9.77542839205","1.5","Minimal","202406-6-Influenza B"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza B","6","West Pullman/Roseland","2024","58,650","10.76826801645","24.8","Very High","202401-6-Influenza B"
"202448","48","11/24/2024","11/30/2024","2024-2025","Influenza B","999","All sites","2024","0",,"0","Minimal","202448-999-Influenza B"
"202426","26","06/23/2024","06/29/2024","2023-2024","Influenza A","10","Racine Ave PS","2024","9,975","9.99891290436","3.4","Low","202426-10-Influenza A"
"202207","7","02/13/2022","02/19/2022","2021-2022","RSV","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202207-5-RSV"
"202308","8","02/19/2023","02/25/2023","2022-2023","Influenza B","999","All sites","2023","1,978.125","9.2962537317","0","Minimal","202308-999-Influenza B"
"202345","45","11/05/2023","11/11/2023","2023-2024","Influenza B","8","Little Village","2023","0",,"0","Minimal","202345-8-Influenza B"
"202432","32","08/04/2024","08/10/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202432-10-Influenza B"
"202337","37","09/10/2023","09/16/2023","2022-2023","Influenza B","8","Little Village","2023","0",,"0","Minimal","202337-8-Influenza B"
"202505","5","01/26/2025","02/01/2025","2024-2025","SARS-CoV-2","999","All sites","2025","559,157.142857143","11.74753387709","9.1","Very High","202505-999-SARS-CoV-2"
"202540","40","09/28/2025","10/04/2025","2025-2026","SARS-CoV-2","999","All sites","2025","26,785.7142857143","10.42790323205","1.4","Minimal","202540-999-SARS-CoV-2"
"202445","45","11/03/2024","11/09/2024","2024-2025","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202445-10-Influenza B"
"202445","45","11/03/2024","11/09/2024","2024-2025","RSV","6","West Pullman/Roseland","2024","0",,"0","Minimal","202445-6-RSV"
"202352","52","12/24/2023","12/30/2023","2023-2024","SARS-CoV-2","10","Racine Ave PS","2023","340,350","11.53192575494","6.3","High","202352-10-SARS-CoV-2"
"202436","36","09/01/2024","09/07/2024","2023-2024","Influenza A","999","All sites","2024","12,803.5714285714","10.10733112866","0","Minimal","202436-999-Influenza A"
"202443","43","10/20/2024","10/26/2024","2024-2025","RSV","10","Racine Ave PS","2024","0",,"0","Minimal","202443-10-RSV"
"202222","22","05/29/2022","06/04/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202222-6-Influenza A"
"202450","50","12/08/2024","12/14/2024","2024-2025","RSV","999","All sites","2024","39,905.3571428571","10.60103120199","5.4","Moderate","202450-999-RSV"
"202310","10","03/05/2023","03/11/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","2,025","9.30642502755","1","Minimal","202310-6-Influenza B"
"202408","8","02/18/2024","02/24/2024","2023-2024","RSV","10","Racine Ave PS","2024","56,175","10.74954308109","8.1","High","202408-10-RSV"
"202419","19","05/05/2024","05/11/2024","2023-2024","SARS-CoV-2","4","Austin/Montclare","2024","35,325","10.54808217052","1.3","Minimal","202419-4-SARS-CoV-2"
"202246","46","11/13/2022","11/19/2022","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2022","58,200","10.76492298465","3.8","Moderate","202246-6-SARS-CoV-2"
"202435","35","08/25/2024","08/31/2024","2023-2024","SARS-CoV-2","4","Austin/Montclare","2024","277,200","11.44279322594","4.9","Moderate","202435-4-SARS-CoV-2"
"202522","22","05/25/2025","05/31/2025","2024-2025","Influenza A","11","125th St PS","2025","0",,"0","Minimal","202522-11-Influenza A"
"202511","11","03/09/2025","03/15/2025","2024-2025","Influenza B","8","Little Village","2025","3,975","9.59933713299","2.5","Minimal","202511-8-Influenza B"
"202228","28","07/10/2022","07/16/2022","2021-2022","SARS-CoV-2","999","All sites","2022","419,525","11.62275784607","10.1","Very High","202228-999-SARS-CoV-2"
"202340","40","10/01/2023","10/07/2023","2023-2024","Influenza A","8","Little Village","2023","11,887.5","10.07509052995","3.9","Low","202340-8-Influenza A"
"202515","15","04/06/2025","04/12/2025","2024-2025","Influenza B","999","All sites","2025","375","8.57403126773","0","Minimal","202515-999-Influenza B"
"202227","27","07/03/2022","07/09/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202227-6-Influenza A"
"202351","51","12/17/2023","12/23/2023","2023-2024","Influenza B","10","Racine Ave PS","2023","3,937.5","9.5952205668","2.2","Minimal","202351-10-Influenza B"
"202532","32","08/03/2025","08/09/2025","2024-2025","RSV","4","Austin/Montclare","2025","0",,"0","Minimal","202532-4-RSV"
"202303","3","01/15/2023","01/21/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","0",,"0","Minimal","202303-4-Influenza B"
"202507","7","02/09/2025","02/15/2025","2024-2025","SARS-CoV-2","999","All sites","2025","284,683.928571429","11.45436295036","5.8","High","202507-999-SARS-CoV-2"
"202551","51","12/14/2025","12/20/2025","2025-2026","SARS-CoV-2","11","125th St PS","2025","109,801.565","11.04060853015","6.1","High","202551-11-SARS-CoV-2"
"202351","51","12/17/2023","12/23/2023","2023-2024","RSV","5","Chicago Lawn/Ashburn","2023","191,400","11.28194193344","17.6","Very High","202351-5-RSV"
"202529","29","07/13/2025","07/19/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","43,650","10.63998424804","1.5","Minimal","202529-8-SARS-CoV-2"
"202546","46","11/09/2025","11/15/2025","2025-2026","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202546-11-Influenza B"
"202446","46","11/10/2024","11/16/2024","2024-2025","RSV","11","125th St PS","2024","2,025","9.30642502755","1","Minimal","202446-11-RSV"
"202545","45","11/02/2025","11/08/2025","2025-2026","SARS-CoV-2","999","All sites","2025","31,339.2857142857","10.4960890938","1.4","Minimal","202545-999-SARS-CoV-2"
"202429","29","07/14/2024","07/20/2024","2023-2024","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202429-5-RSV"
"202348","48","11/26/2023","12/02/2023","2023-2024","Influenza B","6","West Pullman/Roseland","2023","2,587.5","9.41288035846","1.3","Minimal","202348-6-Influenza B"
"202248","48","11/27/2022","12/03/2022","2022-2023","SARS-CoV-2","5","Chicago Lawn/Ashburn","2022","2,107,950","12.32386030532","20","Very High","202248-5-SARS-CoV-2"
"202347","47","11/19/2023","11/25/2023","2023-2024","SARS-CoV-2","11","125th St PS","2023","295,312.5","11.47028183019","12","Very High","202347-11-SARS-CoV-2"
"202412","12","03/17/2024","03/23/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","30,187.5","10.4798271481","10.1","Moderate","202412-10-Influenza B"
"202326","26","06/25/2023","07/01/2023","2022-2023","RSV","4","Austin/Montclare","2023","0",,"0","Minimal","202326-4-RSV"
"202309","9","02/26/2023","03/04/2023","2022-2023","Influenza A","4","Austin/Montclare","2023","4,050","9.60745502321","1","Minimal","202309-4-Influenza A"
"202510","10","03/02/2025","03/08/2025","2024-2025","Influenza A","5","Chicago Lawn/Ashburn","2025","77,625","10.89000161318","14.1","High","202510-5-Influenza A"
"202318","18","04/30/2023","05/06/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202318-5-RSV"
"202404","4","01/21/2024","01/27/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","730,650","11.86370938863","11.3","Very High","202404-8-SARS-CoV-2"
"202239","39","09/25/2022","10/01/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202239-6-Influenza A"
"202523","23","06/01/2025","06/07/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","118,612.5","11.07413045964","3.1","Low","202523-10-SARS-CoV-2"
"202309","9","02/26/2023","03/04/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023",,,"0","Minimal","202309-5-RSV"
"202417","17","04/21/2024","04/27/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","3,937.5","9.5952205668","1.6","Minimal","202417-5-Influenza A"
"202512","12","03/16/2025","03/22/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","0",,"0","Minimal","202512-6-Influenza B"
"202435","35","08/25/2024","08/31/2024","2023-2024","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202435-5-RSV"
"202249","49","12/04/2022","12/10/2022","2022-2023","Influenza A","6","West Pullman/Roseland","2022","25,725","10.41035538343","7.8","Moderate","202249-6-Influenza A"
"202506","6","02/02/2025","02/08/2025","2024-2025","RSV","9","North Branch PS","2025","245,925","11.39080268006","19.6","Very High","202506-9-RSV"
"202405","5","01/28/2024","02/03/2024","2023-2024","Influenza A","9","North Branch PS","2024","23,925","10.37885194645","4.1","Low","202405-9-Influenza A"
"202512","12","03/16/2025","03/22/2025","2024-2025","Influenza A","9","North Branch PS","2025","27,900","10.44560420327","4.6","Low","202512-9-Influenza A"
"202543","43","10/19/2025","10/25/2025","2025-2026","Influenza A","9","North Branch PS","2025","1,950","9.29003461136","1","Minimal","202543-9-Influenza A"
"202524","24","06/08/2025","06/14/2025","2024-2025","RSV","11","125th St PS","2025","0",,"0","Minimal","202524-11-RSV"
"202301","1","01/01/2023","01/07/2023","2022-2023","Influenza B","8","Little Village","2023","0",,"0","Minimal","202301-8-Influenza B"
"202339","39","09/24/2023","09/30/2023","2022-2023","Influenza B","8","Little Village","2023","1,987.5","9.29830713733","1","Minimal","202339-8-Influenza B"
"202501","1","12/29/2024","01/04/2025","2024-2025","RSV","11","125th St PS","2025","24,900","10.3961993471","4.7","Low","202501-11-RSV"
"202553","53","12/28/2025","01/03/2026","2025-2026","Influenza B","4","Austin/Montclare","2025","7,416.0888425208","9.87017492389","2.3","Minimal","202553-4-Influenza B"
"202216","16","04/17/2022","04/23/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202216-999-Influenza B"
"202252","52","12/25/2022","12/31/2022","2022-2023","Influenza A","4","Austin/Montclare","2022","68,250","10.83410265571","7.8","Moderate","202252-4-Influenza A"
"202504","4","01/19/2025","01/25/2025","2024-2025","Influenza A","9","North Branch PS","2025","77,625","10.89000161318","10.2","Moderate","202504-9-Influenza A"
"202337","37","09/10/2023","09/16/2023","2022-2023","Influenza A","11","125th St PS","2023","1,987.5","9.29830713733","1","Minimal","202337-11-Influenza A"
"202327","27","07/02/2023","07/08/2023","2022-2023","Influenza A","999","All sites","2023","567.85714285714","8.75423909298","0","Minimal","202327-999-Influenza A"
"202405","5","01/28/2024","02/03/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","782,962.5","11.89374096202","11","Very High","202405-8-SARS-CoV-2"
"202449","49","12/01/2024","12/07/2024","2024-2025","SARS-CoV-2","999","All sites","2024","79,237.5","10.89893076478","2.5","Low","202449-999-SARS-CoV-2"
"202211","11","03/13/2022","03/19/2022","2021-2022","RSV","4","Austin/Montclare","2022",,,"0","Minimal","202211-4-RSV"
